consent,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check,industry,role_seniority,org_size,work_hours,ai_task_percentage,role_tenure,age_group,country,gender,industry_other,role_seniority_other
yes,employed_full_time,yes_daily,4,7,4,5,6,4,4,6,4,7,6,7,5,5,8,3,8,ai_understands_better,1,2,2,1,1,"AI hasn't changed who I am at work, but it has changed how I work. It's helped me become more organised, quicker with information, and more confident when I need to check something. I still rely on my own judgement and experience, but AI has made some tasks easier and less stressful.","If AI understood my work context better, it would help me feel more confident and clearer about my role.",pass,mining_energy_utilities,manager_team_leader,2_9,40_49,11_25,3_5_years,35_44,uk,woman,,
yes,employed_full_time,yes_daily,5,2,5,4,5,6,5,5,2,5,2,1,4,5,8,8,7,people_understand_better,4,4,4,4,4,It hasn't,Make sure it doesn't replace my work,pass,health_social_care,entry_level,5000_or_more,30_39,11_25,6_10_years,25_34,uk,woman,,
yes,employed_full_time,yes_weekly,1,2,2,5,5,5,2,3,4,2,1,1,4,3,7,6,7,people_understand_better,4,4,3,4,4,no change,none,pass,government_public_administration,manager_team_leader,1000_4999,30_39,1_10,1_2_years,35_44,uk,woman,,
yes,employed_full_time,yes_daily,5,6,5,6,5,6,2,5,4,5,4,1,4,8,9,6,7,people_understand_better,4,3,4,3,2,It has made me more confident when i do tasks,The authenticity of the information it gives,pass,health_social_care,manager_team_leader,250_999,30_39,26_50,6_10_years,25_34,ca,woman,,
yes,self_employed_freelance,yes_daily,7,2,7,6,6,6,3,6,1,3,1,3,6,8,9,8,8,depends_same,4,4,4,4,4,"AI has enabled me to become better at my work, it helps me make sense of complex situations, it suggests sound and reasonable problem solving and it also acts as a facilitator to my learning and self development. My work/career has improved significantly because of AI",If I understood how to use it more and had a deeper understanding of its capabilities,pass,professional_scientific_technical_services,director_executive,just_me,50_or_more,11_25,3_5_years,45_54,uk,woman,,
yes,employed_full_time,yes_daily,3,2,4,3,5,5,2,6,3,5,2,3,4,3,6,5,7,people_understand_better,2,3,2,3,3,"I don't believe it has at all in any sense. I currently solely view it as a tool, one that became required and ubiquitous throughout different facets of our organization, and like any tool, it's just there to be learned and mastered.","Not even sure if I'm understanding this question properly, but perhaps if it were able to evaluate my strengths as a worker or develop personalized routines/schedules that optimizes each person's ability and make them feel more valued for their outputs.",pass,finance_banking_insurance,manager_team_leader,5000_or_more,40_49,11_25,1_2_years,35_44,ca,man,,
yes,employed_full_time,yes_weekly,6,2,6,5,5,6,2,5,2,2,2,3,5,8,8,8,8,people_understand_better,4,4,4,4,4,It's just another part of the digital revolution and another thing to work with as part of a wider trend. It can hinder or help - it's down to me to adapt.,More transparency about AI usage so people don't hide behind it.,pass,information_technology_software,owner_founder,just_me,40_49,11_25,6_10_years,45_54,uk,man,,
yes,employed_full_time,yes_daily,4,2,4,6,5,5,2,5,2,4,2,4,4,4,5,2,5,people_understand_better,2,2,2,2,2,"Only minorly. I use it to summarise long information, but then I have to go and double check it anyway most of the time. I don't feel like it will replace me or push me out, it just feels like another tool in the toolbox for me to use.","It would have to know and understand a whole lot more context about who I am and what I am trying to do for this to be the case, but at that point I'd probably be uncomfortable about how much data it had on me",pass,information_technology_software,manager_team_leader,5000_or_more,30_39,11_25,1_2_years,25_34,uk,man,,
yes,employed_full_time,yes_occasionally,4,1,6,5,5,6,1,1,1,1,1,1,4,6,6,5,7,people_understand_better,4,4,2,4,3,I don't think it's really had much of an effect but I am aware of increased discussions about it so I think it will continue to be used more and more and then some of my work processes might be done by AI. I still feel the same importance and relevance at work though.,If I proactively utilised it myself to help make something quicker and easier,pass,health_social_care,intermediate_experienced,1000_4999,30_39,1_10,3_5_years,45_54,uk,man,,
yes,employed_part_time,yes_occasionally,3,2,5,5,5,5,6,6,3,5,2,3,4,3,5,2,6,people_understand_better,4,4,5,4,3,"AI hasn't changed my sense of who I am at work, but it has changed the way I do my work.",A clearer vision from the company of the purpose of AI in our work.,pass,manufacturing_production,senior_specialist,5000_or_more,20_29,11_25,more_than_10_years,45_54,uk,man,,
yes,employed_full_time,yes_daily,5,3,6,7,6,4,1,3,4,2,1,2,5,8,7,6,8,people_understand_better,4,5,4,4,4,it has made me more confident.,it would assist me rather than give me the answer,pass,health_social_care,entry_level,5000_or_more,30_39,11_25,less_than_6_months,18_24,uk,woman,,
yes,employed_full_time,yes_daily,4,2,5,6,6,5,3,5,4,5,6,2,6,8,8,7,7,prefer_not_to_say,3,4,4,4,4,AI has made me more efficient and focused on creative work.,I'd like AI to help me better understand and develop my strengths.,pass,information_technology_software,intermediate_experienced,250_999,30_39,11_25,3_5_years,18_24,uk,man,,
yes,employed_full_time,yes_daily,5,5,5,6,6,7,2,6,2,4,2,1,5,7,9,7,9,people_understand_better,4,5,4,4,3,AI has not changed the sense of who I am at work,make AI more effective,pass,information_technology_software,director_executive,250_999,30_39,26_50,6_10_years,55_65,uk,woman,,
yes,employed_full_time,yes_occasionally,3,3,5,5,6,4,6,1,4,2,1,3,4,2,5,2,8,people_understand_better,1,1,1,1,2,It hasn't really. I'm not sure how AI is used at work apart from when I use Chatgpt.,I don't know.,pass,construction_trades,intermediate_experienced,250_999,40_49,0_none,less_than_6_months,25_34,uk,woman,,
yes,employed_part_time,yes_occasionally,5,6,4,6,5,5,6,4,6,5,5,2,5,7,8,3,6,people_understand_better,4,3,1,4,2,It helps writing quick publications quicker I can just edit and tweak their words,I'm not sure if I would,pass,manufacturing_production,senior_specialist,10_49,20_29,1_10,6_10_years,25_34,uk,woman,,
yes,employed_part_time,yes_daily,2,2,5,6,6,7,5,4,1,6,1,2,6,7,9,3,8,people_understand_better,3,2,1,1,4,"nil, it just helps me be more productive and",nil,pass,nonprofit_community_charity_work,senior_specialist,250_999,20_29,11_25,more_than_10_years,45_54,au,woman,,
yes,employed_full_time,yes_occasionally,5,3,5,6,5,4,2,6,2,2,2,3,5,7,7,8,7,people_understand_better,4,4,4,3,4,Very little has changed and AI is not used significantly to notice any major changes at work,Very little changes due to the specialist role I have,pass,government_public_administration,manager_team_leader,1000_4999,30_39,1_10,more_than_10_years,55_65,uk,man,,
yes,employed_full_time,yes_daily,7,2,7,6,6,6,3,7,1,4,4,5,6,9,9,8,5,people_understand_better,4,4,3,3,4,"AI is disrupting the norms at my workplace. There is a need to adapt the processes we follow in response to the presence of AI. Personally, I am excited about the technology, and I have tried to improve it and adapt my work processes accordingly.",Support from the top management of my organization toward normalizing the use of AI in my workplace.,pass,education_training,manager_team_leader,250_999,40_49,11_25,6_10_years,55_65,nz,man,,
yes,employed_full_time,yes_weekly,6,1,7,6,7,7,2,6,4,5,4,2,5,9,10,8,8,people_understand_better,5,5,3,3,4,"It hasn't changed who I am, rather how I go about doing things",If it was more widely used about and accepted,pass,health_social_care,manager_team_leader,1000_4999,40_49,11_25,6_10_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,4,1,5,7,4,6,2,3,4,5,1,2,6,8,8,3,9,people_understand_better,3,4,1,3,2,"No, it helps we do some aspects faster but it hasn't changed who I am",Tailor it to the industry,pass,media_arts_entertainment,intermediate_experienced,5000_or_more,40_49,1_10,3_5_years,25_34,uk,woman,,
yes,employed_full_time,yes_daily,4,3,4,5,4,6,4,4,4,3,2,3,4,7,7,7,8,people_understand_better,4,3,3,3,4,"It hasn't but, but I am more aware of AI and being ready to adapt as and when it becomes more relevant to my industry.",AI is not yet readily used in my industry or role,pass,nonprofit_community_charity_work,manager_team_leader,10_49,30_39,1_10,3_5_years,25_34,uk,woman,,
yes,employed_full_time,yes_daily,5,2,6,6,6,5,2,4,2,5,4,2,6,7,9,7,8,people_understand_better,4,4,4,3,4,It's allowed me to spend more time focusing on creative tasks and reduced the load of mundane tasks I have to do which is a really positive thing,"It doesn't need improvement, it takes away the tasks that waste my time and let me give more energy into the more important, creative tasks",pass,retail_sales_consumer_services,director_executive,50_249,40_49,26_50,6_10_years,35_44,uk,woman,,
yes,employed_full_time,yes_weekly,3,2,3,5,6,6,4,5,2,3,4,1,4,4,5,6,8,people_understand_better,4,3,4,3,3,It hasn't changed,A better understanding of my specific role within my organisation,pass,legal_compliance,manager_team_leader,5000_or_more,40_49,1_10,more_than_10_years,35_44,uk,man,,
yes,self_employed_freelance,yes_occasionally,4,6,5,1,1,1,6,5,1,7,7,2,1,3,5,0,1,people_understand_better,1,1,2,2,2,"Deadlines are much shorter, Phrases like ""just check if AI has done a good job"" - which more often than not isn't the case, then I have to redo everything and being told off because it takes too long",If it would disappear,pass,media_arts_entertainment,senior_specialist,just_me,30_39,26_50,more_than_10_years,45_54,uk,woman,,
yes,employed_full_time,yes_occasionally,5,2,4,3,5,4,1,4,2,3,3,1,5,6,7,4,7,depends_same,4,3,3,1,2,it has made me aware of myself and how much my role is changing . i realise its easier with Ai less stressful and feel as i always have help without asking for help,if Ai could understand my moral values and motivations and act more as a tool to serve me individually,pass,manufacturing_production,manager_team_leader,250_999,30_39,11_25,more_than_10_years,25_34,uk,man,,
yes,employed_full_time,yes_weekly,1,1,2,5,1,3,6,5,2,5,1,3,3,0,0,0,3,people_understand_better,1,1,1,1,1,"It hasn't, still pretty new to using it, once AI gets more intelligent I won't need to use it and the reason I use it will become obsolete",Pay rise and specialist AI training,pass,education_training,manager_team_leader,5000_or_more,30_39,11_25,6_10_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,6,3,5,5,4,5,5,5,4,4,5,4,5,7,9,6,7,people_understand_better,4,4,5,4,4,It allows me to simplify smaller tasks and lets me focus on the bigger long term projects.,More trust in AI,pass,manufacturing_production,manager_team_leader,50_249,30_39,11_25,6_10_years,25_34,uk,man,,
yes,self_employed_freelance,yes_occasionally,7,1,7,7,7,7,1,1,4,4,1,1,4,6,10,8,9,people_understand_better,4,4,4,2,3,No it has not. I has helped to improve my grammar.,I am not sure.,pass,professional_scientific_technical_services,director_executive,just_me,less_than_10,1_10,3_5_years,55_65,uk,man,,
yes,employed_full_time,yes_weekly,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,4,people_understand_better,3,1,1,1,2,It has made me feel less valuable,Not be able to complete my work so well,pass,professional_scientific_technical_services,manager_team_leader,250_999,30_39,26_50,6_10_years,35_44,uk,woman,,
yes,employed_full_time,yes_daily,7,2,6,7,7,3,1,3,1,2,1,1,6,7,9,10,9,people_understand_better,3,4,2,1,4,It helps me search in ways that I may have not before to make my job smoother. It does free up a lot of time,Help search people who have absconded with debt,pass,government_public_administration,senior_specialist,1000_4999,40_49,1_10,1_2_years,45_54,uk,woman,,
yes,self_employed_freelance,yes_daily,6,2,6,6,7,4,1,5,1,1,1,1,6,7,7,2,7,people_understand_better,4,4,5,3,4,"It hasn't at all. I'm very lucky that I feel I'm able to say I'm in a job that it'd be extremely difficult to replace with AI. That being said, AI has made writing emails, letters and exercise programmes so much easier at work, alleviating the burden considerably.","Just to create an AI that was bespoke to me. It uses my branding, my colour scheme, and retains relevant information on me so it knows how - in a work sense - I like things to be done. At the moment AI is about 70% of the way there, but if it could be specific to my use of it at work, it'd be great. It'd free me up to do more clinical work vs admin which is arguably one of the worst parts of my role.",pass,health_social_care,senior_specialist,10_49,20_29,1_10,6_11_months,25_34,uk,woman,,
yes,employed_full_time,yes_weekly,4,6,3,5,6,4,7,7,3,7,6,3,2,4,7,4,6,people_understand_better,4,4,3,4,4,It made me feel much more replaceable.,Greater regulation of AI replacing workers,pass,information_technology_software,manager_team_leader,10_49,40_49,51_75,3_5_years,25_34,us,man,,
yes,employed_full_time,yes_occasionally,6,4,6,7,4,6,4,5,5,1,1,3,5,8,5,6,7,people_understand_better,4,4,3,2,3,I don't feel like it has.,Not sure. Maybe use it to help me plan my day better.,pass,finance_banking_insurance,intermediate_experienced,not_sure,30_39,1_10,more_than_10_years,25_34,uk,woman,,
yes,employed_full_time,yes_daily,6,3,5,6,6,6,2,6,4,4,4,5,5,7,7,6,6,people_understand_better,3,2,3,1,2,I feel it gives me more confidence to get the work done correctly. It helps me look more professional and in keeping with the times.,Lean my tone and wording more.,pass,health_social_care,manager_team_leader,5000_or_more,30_39,26_50,3_5_years,35_44,uk,woman,,
yes,employed_part_time,yes_daily,5,2,6,7,7,7,5,2,1,1,1,2,3,6,5,2,5,people_understand_better,2,2,1,1,3,I don't think it has changed my sense of who I am at all.,I don't think using AI at work has any effect on my identity or purpose at work. I can't imagine how it would.,pass,government_public_administration,intermediate_experienced,1000_4999,20_29,1_10,6_10_years,55_65,uk,non_binary,,
yes,employed_full_time,yes_daily,4,3,4,4,5,4,4,4,4,4,4,4,4,5,6,4,5,ai_understands_better,3,3,3,2,2,Ai made work more efficient and simple.. it here to help,Ai can help in the quality of data submission but not soley depending on it,pass,manufacturing_production,manager_team_leader,10_49,20_29,26_50,3_5_years,25_34,uk,man,,
yes,employed_full_time,yes_weekly,7,1,7,7,7,7,1,5,1,5,1,1,7,10,10,6,10,people_understand_better,4,5,3,3,5,"I feel having AI for some tasks have made it easier to do the more taxing and demanding tasks, without having to worry about the small things. I feel a lot less stressed at work.",Nothng really. It's good as it is,pass,health_social_care,manager_team_leader,5000_or_more,40_49,1_10,6_10_years,35_44,uk,woman,,
