consent,Prolific ID,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check�  , industry,role_seniority,org_size,work_hours,ai_task_percentage  ,role_tenure,age_group,  country ,gender
1,67657d4bd50d390b8e785097,Employed full-time,3,4,2,4,6,5,5,2,5,2,4,2,4,4,4,5,2,5,People who know me understand me better than AI does,2,2,2,2,2,"Only minorly. I use it to summarise long information, but then I have to go and double check it anyway most of the time. I don't feel like it will replace me or push me out, it just feels like another tool in the toolbox for me to use.","It would have to know and understand a whole lot more context about who I am and what I am trying to do for this to be the case, but at that point I'd probably be uncomfortable about how much data it had on me",Agree,Information Technology & Software,Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,11-25%,1-2 years,25-34,UK,Man
1,5978e2db30b1d90001f5daa5,Employed full-time,1,4,1,6,5,5,6,1,1,1,1,1,1,4,6,6,5,7,People who know me understand me better than AI does,4,4,2,4,3,I don't think it's really had much of an effect but I am aware of increased discussions about it so I think it will continue to be used more and more and then some of my work processes might be done by AI. I still feel the same importance and relevance at work though.,If I proactively utilised it myself to help make something quicker and easier,Agree,Health & Social Care,Intermediate / Experienced (non-management professional),"1,000-4,999 people",30-39 hours,1-10%,3-5 years,45-54,UK,Man
1,667987c18f34110073ae20b7,Employed part-time,1,3,2,5,5,5,5,6,6,3,5,2,3,4,3,5,2,6,People who know me understand me better than AI does,4,4,5,4,3,"AI hasn't changed my sense of who I am at work, but it has changed the way I do my work.",A clearer vision from the company of the purpose of AI in our work.,Agree,Manufacturing & Production,"Senior specialist (highly experienced, no direct reports)","5,000 or more people",20-29 hours,11-25%,More than 10 years,45-54,UK,Man
1,67059d99d1093140330a3926,Employed full-time,3,5,3,6,7,6,4,1,3,4,2,1,2,5,8,7,6,8,People who know me understand me better than AI does,4,5,4,4,4,it has made me more confident. ,it would assist me rather than give me the answer ,Agree,Health & Social Care,"Entry level (early career, trainee, or assistant)","5,000 or more people",30-39 hours,11-25%,Less than 6 months,18-24,UK,Woman
1,67d80b3db0cac8b1bd982fb2,Employed full-time,3,4,2,5,6,6,5,3,5,4,5,6,2,6,8,8,7,7,Prefer not to say,3,4,4,4,4,AI has made me more efficient and focused on creative work.,I'd like AI to help me better understand and develop my strengths.,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),250-999 people,30-39 hours,11-25%,3-5 years,18-24,UK,Man
1,5f39a2fd2d394917284dd66f,Employed full-time,3,5,5,5,6,6,7,2,6,2,4,2,1,5,7,9,7,9,People who know me understand me better than AI does,4,5,4,4,3,AI has not changed the sense of who I am at work,make AI more effective ,Agree,Information Technology & Software,Director / Executive (leads departments or major functions),250-999 people,30-39 hours,26-50%,6-10 years,55-65,UK,Woman
1,6694ffb87c99948599fbd488,Employed full-time,1,3,3,5,5,6,4,6,1,4,2,1,3,4,2,5,2,8,People who know me understand me better than AI does,1,1,1,0,2,It hasn't really. I'm not sure how AI is used at work apart from when I use Chatgpt.,I don't know.,Agree,Construction & Trades,Intermediate / Experienced (non-management professional),250-999 people,40-49 hours,0% (none of my tasks),Less than 6 months,25-34,UK,Woman
1,5c867a35b5bfcb00115af368,Employed part-time,1,5,6,4,6,5,5,6,4,6,5,5,2,5,7,8,3,6,People who know me understand me better than AI does,4,3,1,4,2,It helps writing quick publications quicker I can just edit and tweak their words ,I'm not sure if I would ,Agree,Manufacturing & Production,"Senior specialist (highly experienced, no direct reports)",10-49 people,20-29 hours,1-10%,6-10 years,25-34,UK,Woman
1,665f847f981f9a2e65a2c5d8,Employed part-time,3,2,2,5,6,6,7,5,4,1,6,1,2,6,7,9,3,8,People who know me understand me better than AI does,3,2,1,1,4,"nil, it just helps me be more productive and ",nil,Agree,"Non-profit, Community & Charity Work","Senior specialist (highly experienced, no direct reports)",250-999 people,20-29 hours,11-25%,More than 10 years,45-54,Australia,Woman
1,66e9ebc5812d70dd994b6338,Employed full-time,1,5,3,5,6,5,4,2,6,2,2,2,3,5,7,7,8,7,People who know me understand me better than AI does,4,4,4,3,4,Very little has changed and AI is not used significantly to notice any major changes at work,Very little changes due to the specialist role I have,Agree,Government & Public Administration,Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,1-10%,More than 10 years,55-65,UK,Man
1,650b9dab197926f037eb4531,Employed full-time,3,7,2,7,6,6,6,3,7,1,4,4,5,6,9,9,8,5,People who know me understand me better than AI does,4,4,3,3,4,"AI is disrupting the norms at my workplace. There is a need to adapt the processes we follow in response to the presence of AI. Personally, I am excited about the technology, and I have tried to improve it and adapt my work processes accordingly. ",Support from the top management of my organization toward normalizing the use of AI in my workplace.,Agree,Education & Training,Manager / Team leader (supervises others),250-999 people,40-49 hours,11-25%,6-10 years,55-65,New Zealand,Man
1,60524a9ece19f6b376473cf7,Employed full-time,2,6,1,7,6,7,7,2,6,4,5,4,2,5,9,10,8,8,People who know me understand me better than AI does,5,5,3,3,4,"It hasn't changed who I am, rather how I go about doing things ",If it was more widely used about and accepted ,Agree,Health & Social Care,Manager / Team leader (supervises others),"1,000-4,999 people",40-49 hours,11-25%,6-10 years,35-44,UK,Man
1,6772ed74a16a7086a77e5d6e,Employed full-time,3,4,1,5,7,4,6,2,3,4,5,1,2,6,8,8,3,9,People who know me understand me better than AI does,3,4,1,3,2,"No, it helps we do some aspects faster but it hasn't changed who I am ",Tailor it to the industry ,Agree,"Media, Arts & Entertainment",Intermediate / Experienced (non-management professional),"5,000 or more people",40-49 hours,1-10%,3-5 years,25-34,UK,Woman
1,6813885e4fa46f733a3ebcc3,Employed full-time,3,4,3,4,5,4,6,4,4,4,3,2,3,4,7,7,7,8,People who know me understand me better than AI does,4,3,3,3,4,"It hasn't but, but I am more aware of AI and being ready to adapt as and when it becomes more relevant to my industry. ",AI is not yet readily used in my industry or role,Agree,"Non-profit, Community & Charity Work",Manager / Team leader (supervises others),10-49 people,30-39 hours,1-10%,3-5 years,25-34,UK,Woman
1,5d20f6cbc1dc1c0001162dd5,Employed full-time,3,5,2,6,6,6,5,2,4,2,5,4,2,6,7,9,7,8,People who know me understand me better than AI does,4,4,4,3,4,It's allowed me to spend more time focusing on creative tasks and reduced the load of mundane tasks I have to do which is a really positive thing,"It doesn't need improvement, it takes away the tasks that waste my time and let me give more energy into the more important, creative tasks",Agree,"Retail, Sales & Consumer Services",Director / Executive (leads departments or major functions),50-249 people,40-49 hours,26-50%,6-10 years,35-44,UK,Woman
1,63d7b18eebaaaac354afdde0,Employed full-time,2,3,2,3,5,6,6,4,5,2,3,4,1,4,4,5,6,8,People who know me understand me better than AI does,4,3,4,3,3,It hasn't changed ,A better understanding of my specific role within my organisation ,Agree,Legal & Compliance,Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,1-10%,More than 10 years,35-44,UK,Man
1,66709166875264ed57d1ced6,Self-employed / freelance,1,4,6,5,1,1,1,6,5,1,7,7,2,1,3,5,0,1,People who know me understand me better than AI does,1,1,2,2,2,"Deadlines are much shorter, Phrases like ""just check if AI has done a good job"" - which more often than not isn't the case, then I have to redo everything and being told off because it takes too long",If it would disappear,Agree,"Media, Arts & Entertainment","Senior specialist (highly experienced, no direct reports)",Just me (self-employed / freelance),30-39 hours,26-50%,More than 10 years,45-54,UK,Woman
1,60b3950b9a1de417d37bb8d2,Employed full-time,1,5,2,4,3,5,4,1,4,2,3,3,1,5,6,7,4,7,It depends / about the same,4,3,3,0,2,it has made me aware of myself and how much my role is changing . i realise its easier with Ai less stressful and feel as i always have help without asking for help,if Ai could understand my moral values and motivations and act more as a tool to serve me individually,Agree,Manufacturing & Production,Manager / Team leader (supervises others),250-999 people,30-39 hours,11-25%,More than 10 years,25-34,UK,Man
1,63d2b22da2bc79f659e4a4a7,Employed full-time,2,1,1,2,5,1,3,6,5,2,5,1,3,3,0,0,0,3,People who know me understand me better than AI does,1,1,1,1,1,"It hasn't, still pretty new to using it, once AI gets more intelligent I won't need to use it and the reason I use it will become obsolete",Pay rise and specialist AI training,Agree,Education & Training,Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,11-25%,6-10 years,35-44,UK,Man
1,5ee5defbfe74a3000d106f51,Employed full-time,3,6,3,5,5,4,5,5,5,4,4,5,4,5,7,9,6,7,People who know me understand me better than AI does,4,4,5,4,4,It allows me to simplify smaller tasks and lets me focus on the bigger long term projects.,More trust in AI,Agree,Manufacturing & Production,Manager / Team leader (supervises others),50-249 people,30-39 hours,11-25%,6-10 years,25-34,UK,Man
1,6543abc4a891f67206a11481,Self-employed / freelance,1,7,1,7,7,7,7,1,1,4,4,1,1,4,6,10,8,9,People who know me understand me better than AI does,4,4,4,2,3,No it has not. I has helped to improve my grammar.,I am not sure.,Agree,"Professional, Scientific & Technical Services",Director / Executive (leads departments or major functions),Just me (self-employed / freelance),Fewer than 10 hours,1-10%,3-5 years,55-65,UK,Man
1,5ae96d1878b0060001e69b8a,Employed full-time,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,4,People who know me understand me better than AI does,3,1,1,1,2,It has made me feel less valuable ,Not be able to complete my work so well,Agree,"Professional, Scientific & Technical Services",Manager / Team leader (supervises others),250-999 people,30-39 hours,26-50%,6-10 years,35-44,UK,Woman
1,60098b438497516c56ba4ae1,Employed full-time,3,7,2,6,7,7,3,1,3,1,2,1,1,6,7,9,10,9,People who know me understand me better than AI does,3,4,2,1,4,It  helps me search in ways that I may have not before to make my  job smoother.  It does free up a lot of time,Help search people who have absconded with debt,Agree,Government & Public Administration,"Senior specialist (highly experienced, no direct reports)","1,000-4,999 people",40-49 hours,1-10%,1-2 years,45-54,UK,Woman
1,677ac5abfeff92f43b1755ba,Self-employed / freelance,3,6,2,6,6,7,4,1,5,1,1,1,1,6,7,7,2,7,People who know me understand me better than AI does,4,4,5,3,4,"It hasn't at all. I'm very lucky that I feel I'm able to say I'm in a job that it'd be extremely difficult to replace with AI. That being said, AI has made writing emails, letters and exercise programmes so much easier at work, alleviating the burden considerably. ","Just to create an AI that was bespoke to me. It uses my branding, my colour scheme, and retains relevant information on me so it knows how - in a work sense - I like things to be done. At the moment AI is about 70% of the way there, but if it could be specific to my use of it at work, it'd be great. It'd free me up to do more clinical work vs admin which is arguably one of the worst parts of my role. ",Agree,Health & Social Care,"Senior specialist (highly experienced, no direct reports)",10-49 people,20-29 hours,1-10%,6-11 months,25-34,UK,Woman
1,678adaaa5d10296603b4b2d6,Employed full-time,2,4,6,3,5,6,4,7,7,3,7,6,3,2,4,7,4,6,People who know me understand me better than AI does,4,4,3,4,4,It made me feel much more replaceable.,Greater regulation of AI replacing workers ,Agree,Information Technology & Software,Manager / Team leader (supervises others),10-49 people,40-49 hours,51-75%,3-5 years,25-34,US,Man
1,5907759360850a00019b399e,Employed full-time,1,6,4,6,7,4,6,4,5,5,1,1,3,5,8,5,6,7,People who know me understand me better than AI does,4,4,3,2,3,I don't feel like it has. ,Not sure. Maybe use it to help me plan my day better.,Agree,"Finance, Banking & Insurance",Intermediate / Experienced (non-management professional),Not sure,30-39 hours,1-10%,More than 10 years,25-34,UK,Woman
1,59e65d85c0d35a0001295175,Employed full-time,3,6,3,5,6,6,6,2,6,4,4,4,5,5,7,7,6,6,People who know me understand me better than AI does,3,2,3,1,2,I feel it gives me more confidence to get the work done correctly. It helps me look more professional and in keeping with the times.,Lean my tone and wording more.,Agree,Health & Social Care,Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,26-50%,3-5 years,35-44,UK,Woman
1,5a143884bd04860001b01123,Employed part-time,3,5,2,6,7,7,7,5,2,1,1,1,2,3,6,5,2,5,People who know me understand me better than AI does,2,2,1,1,3,I don't think it has changed my sense of who I am at all.,I don't think using AI at work has any effect on my identity or purpose at work. I can't imagine how it would.,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),"1,000-4,999 people",20-29 hours,1-10%,6-10 years,55-65,UK,Non-binary
1,67c4cf035a34c6ef254906e2,Employed full-time,3,4,3,4,4,5,4,4,4,4,4,4,4,4,5,6,4,5,AI systems understand me better than people I work with,3,3,3,2,2,Ai made work more efficient and simple.. it here to help,Ai can help in the quality of data submission but not soley depending on it ,Agree,Manufacturing & Production,Manager / Team leader (supervises others),10-49 people,20-29 hours,26-50%,3-5 years,25-34,UK,Man
